x,y
-5.0,0.9032422192002478
-4.999000072479248,1.1491602062605568
-4.998000144958496,0.976379220502178
-4.997000217437744,1.0808406721355694
-4.995999813079834,0.9072743184480808
-4.994999885559082,1.049076277032812
-4.99399995803833,0.8356386015508799
-4.993000030517578,0.7842192243481314
-4.992000102996826,1.3044386310674247
-4.991000175476074,0.8222310773945017
-4.989999771118164,1.2175319607861983
-4.988999843597412,1.1197417509961634
-4.98799991607666,0.7629378046452762
-4.986999988555908,0.9874326968942352
-4.986000061035156,0.9163256303038336
-4.985000133514403,1.1063165369993468
-4.984000205993652,0.9735803153310544
-4.982999801635742,0.7505825807062535
-4.98199987411499,1.0688778133470695
-4.980999946594238,0.8056353154604377
-4.980000019073486,1.188686996032228
-4.9790000915527335,1.0542903769016316
-4.9780001640319815,1.089621153987394
-4.977000236511231,0.9293651878109762
-4.97599983215332,0.8221601194936208
-4.974999904632568,0.7993945403703411
-4.973999977111816,1.0976830567528242
-4.9730000495910645,0.9019240456821904
-4.9720001220703125,0.8670160661354703
-4.9710001945495605,0.8080445803482688
-4.96999979019165,1.018127764893496
-4.968999862670898,1.2051872527324266
-4.9679999351501465,0.9944344390271734
-4.9670000076293945,0.9198017717877764
-4.966000080108644,0.8692756629180245
-4.965000152587892,1.1882060079897991
-4.964000225067139,0.5228498134227135
-4.9629998207092285,0.9166434763405962
-4.961999893188477,1.1581795896071316
-4.960999965667725,0.7277773339403965
-4.960000038146973,1.1586592135692435
-4.959000110626222,1.0480981043629374
-4.958000183105469,0.9798275310525654
-4.956999778747559,0.9364418812004168
-4.955999851226807,1.1211851161203916
-4.954999923706055,0.962358703626836
-4.953999996185303,0.9270378454773038
-4.953000068664551,1.1479934552051263
-4.952000141143799,0.9558584733565574
-4.951000213623047,0.7573582672804524
-4.949999809265137,1.1543125707199051
-4.948999881744385,1.0295414042090558
-4.947999954223633,0.8900545272355294
-4.947000026702881,0.7599797443163059
-4.946000099182129,0.9538621605294354
-4.945000171661377,0.8856260274557757
-4.943999767303467,1.1190673032249283
-4.942999839782715,1.0253745206870055
-4.941999912261963,1.1834652177075666
-4.940999984741211,1.1273891471878756
-4.940000057220459,0.9943042028229034
-4.939000129699707,1.2575674019699072
-4.938000202178955,0.9245945831098792
-4.936999797821045,1.2139756488341962
-4.935999870300293,0.8667953422118719
-4.934999942779541,0.9332280428831372
-4.934000015258789,1.2486562463167297
-4.933000087738037,0.7230856205652822
-4.932000160217285,0.9220025422835808
-4.931000232696533,0.9771051933359588
-4.929999828338623,1.0889989352674376
-4.928999900817871,0.8626417548264793
-4.927999973297119,0.8222004604807418
-4.927000045776367,0.7893111966522265
-4.926000118255615,0.9815029888792168
-4.925000190734863,1.0102224165351126
-4.923999786376953,1.1975239524269714
-4.922999858856201,0.8595500279053687
-4.921999931335449,0.8986699967299625
-4.921000003814697,1.0605464892983587
-4.920000076293945,0.8486109684703342
-4.919000148773193,1.1493938512106805
-4.918000221252441,1.0621546041175
-4.916999816894531,1.1135256516213607
-4.915999889373778,1.1162415032197457
-4.914999961853027,0.8262226325326725
-4.914000034332275,0.8443541699790653
-4.913000106811523,1.2061814042183157
-4.9120001792907715,0.9425631798714904
-4.910999774932861,1.1670708283682456
-4.9099998474121085,0.6558038008709455
-4.9089999198913565,1.1214822646807272
